Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,Revenue,DeliveryDays,ShippingBuckets
5/22/2024,West,Tablet,6,268.34,Store A,Wholesale,0.1,Diana,1449.036,Debit Card,WINTER15,1,REG100737,Cust 1889,35.69,5/22/2024,5/25/2024,Wendy,0,3,Upper Medium
08-10-2024,Central,Desk,4,529.03,Store B,Wholesale,0.05,Carlos,2010.314,Online,SAVE10,0,REG100738,Cust 5411,25.96,08-10-2024,8/20/2024,Cameron,2010.314,10,Medium
6/21/2023,South,Tablet,1,500.96,Store C,Wholesale,0.05,Frank,475.912,Online,WINTER15,0,REG100740,Cust 7449,42.1,6/21/2023,6/25/2023,Sophie,475.912,4,High
1/26/2025,North,Laptop,3,58.51,Store A,Retail,0.05,Carlos,166.7535,Cash,WINTER15,0,REG100742,Cust 3564,23.57,1/26/2025,1/30/2025,Ryan,166.7535,4,Medium
6/18/2024,South,Chair,17,504.08,Store A,Wholesale,0.1,Diana,7712.424,Online,SAVE10,0,REG100743,Cust 8018,26.47,6/18/2024,6/26/2024,Sophie,7712.424,8,Medium
6/18/2025,East,Monitor,17,419.63,Store D,Wholesale,0,Alice,7133.71,Cash,SAVE10,0,REG100744,Cust 3045,17.4,6/18/2025,6/24/2025,Eric,7133.71,6,Lower Medium
04-08-2025,Central,Phone,2,298.06,Store B,Wholesale,0,Alice,596.12,Debit Card,SAVE10,1,REG100746,Cust 1905,35.37,04-08-2025,4/14/2025,Cameron,0,6,Upper Medium
1/31/2023,Central,Tablet,13,132.97,Store B,Wholesale,0.05,Frank,1642.1795,Debit Card,WINTER15,0,REG100747,Cust 4592,42.87,1/31/2023,02-05-2023,Cameron,1642.1795,5,High
3/15/2024,West,Chair,14,476.28,Store A,Wholesale,0.1,Eva,6001.128,Credit Card,FREESHIP,0,REG100748,Cust 5482,22.11,3/15/2024,3/20/2024,Wendy,6001.128,5,Medium
11/30/2023,West,Desk,6,182.4,Store B,Wholesale,0,Alice,1094.4,Online,FREESHIP,1,REG100751,Cust 8206,49.49,11/30/2023,12-09-2023,Wendy,0,9,High
08-06-2023,East,Desk,7,373.66,Store B,Retail,0.05,Alice,2484.839,Gift Card,SAVE10,0,REG100753,Cust 8900,46.33,08-06-2023,08-12-2023,Eric,2484.839,6,High
6/21/2024,West,Desk,7,355.66,Store C,Retail,0.15,Carlos,2116.177,Gift Card,FREESHIP,1,REG100754,Cust 9387,28.77,6/21/2024,6/27/2024,Wendy,0,6,Medium
3/16/2025,North,Tablet,12,260.31,Store C,Retail,0.1,Bob,2811.348,Cash,SAVE10,0,REG100755,Cust 7013,14.58,3/16/2025,3/24/2025,Ryan,2811.348,8,Lower Medium
4/20/2024,West,Tablet,10,370.99,Store B,Retail,0.15,Frank,3153.415,Online,SAVE10,1,REG100756,Cust 4868,11.16,4/20/2024,4/25/2024,Wendy,0,5,Lower Medium
12/20/2024,East,Laptop,2,548.72,Store A,Wholesale,0.1,Frank,987.696,Credit Card,FREESHIP,1,REG100757,Cust 5239,26.35,12/20/2024,12/29/2024,Eric,0,9,Medium
03-04-2023,North,Tablet,13,494.78,Store A,Wholesale,0.15,Diana,5467.319,Cash,FREESHIP,0,REG100759,Cust 7224,5.85,03-04-2023,3/13/2023,Ryan,5467.319,9,Low
6/24/2024,North,Laptop,9,36.62,Store B,Wholesale,0.1,Eva,296.622,Debit Card,FREESHIP,1,REG100760,Cust 4751,29.9,6/24/2024,07-01-2024,Ryan,0,7,Medium
12-09-2024,East,Tablet,14,216.2,Store C,Wholesale,0,Diana,3026.8,Online,WINTER15,0,REG100761,Cust 1201,14.39,12-09-2024,12/13/2024,Eric,3026.8,4,Lower Medium
07-04-2024,West,Laptop,11,128.99,Store A,Retail,0.05,Diana,1347.9455,Debit Card,SAVE10,0,REG100762,Cust 9584,38.58,07-04-2024,07-07-2024,Wendy,1347.9455,3,Upper Medium
03-04-2025,East,Phone,11,183.11,Store B,Retail,0.15,Frank,1712.0785,Gift Card,FREESHIP,0,REG100763,Cust 6980,41.83,03-04-2025,03-06-2025,Eric,1712.0785,2,High
1/22/2024,East,Printer,11,277.95,Store A,Retail,0.05,Frank,2904.5775,Gift Card,WINTER15,0,REG100764,Cust 2835,44.04,1/22/2024,1/29/2024,Eric,2904.5775,7,High
5/23/2024,East,Desk,4,20.96,Store D,Wholesale,0.05,Bob,79.648,Online,FREESHIP,1,REG100767,Cust 5926,33.67,5/23/2024,5/31/2024,Eric,0,8,Upper Medium
6/13/2023,East,Phone,19,199.65,Store A,Retail,0.1,Carlos,3414.015,Cash,SAVE10,1,REG100769,Cust 4711,35.12,6/13/2023,6/18/2023,Eric,0,5,Upper Medium
5/31/2025,West,Phone,16,307,Store A,Wholesale,0,Bob,4912,Debit Card,FREESHIP,0,REG100770,Cust 9227,11.99,5/31/2025,06-02-2025,Wendy,4912,2,Lower Medium
10-11-2023,East,Tablet,1,315.93,Store C,Retail,0.15,Alice,268.5405,Credit Card,SAVE10,0,REG100771,Cust 2830,43.2,10-11-2023,10/14/2023,Eric,268.5405,3,High
08-07-2023,West,Printer,5,596.97,Store A,Retail,0,Eva,2984.85,Cash,SAVE10,0,REG100772,Cust 3767,14.43,08-07-2023,8/14/2023,Wendy,2984.85,7,Lower Medium
08-01-2024,Central,Printer,6,208.64,Store D,Retail,0.1,Frank,1126.656,Credit Card,FREESHIP,0,REG100774,Cust 8569,49.93,08-01-2024,08-04-2024,Cameron,1126.656,3,High
3/20/2023,East,Chair,7,307.82,Store B,Wholesale,0,Eva,2154.74,Debit Card,WINTER15,1,REG100775,Cust 1254,14,3/20/2023,3/27/2023,Eric,0,7,Lower Medium
6/30/2025,Central,Tablet,13,382.48,Store D,Retail,0.05,Eva,4723.628,Credit Card,WINTER15,0,REG100776,Cust 8556,7.59,6/30/2025,07-04-2025,Cameron,4723.628,4,Low
02-05-2025,South,Desk,9,188.03,Store B,Retail,0,Frank,1692.27,Cash,FREESHIP,0,REG100777,Cust 7204,11.44,02-05-2025,02-07-2025,Sophie,1692.27,2,Lower Medium
5/19/2024,East,Desk,17,238.17,Store D,Wholesale,0.15,Frank,3441.5565,Cash,FREESHIP,0,REG100778,Cust 7725,21.64,5/19/2024,5/29/2024,Eric,3441.5565,10,Medium
03-04-2023,North,Printer,10,450.71,Store B,Retail,0.1,Bob,4056.39,Gift Card,SAVE10,0,REG100779,Cust 9210,21.31,03-04-2023,03-12-2023,Ryan,4056.39,8,Medium
1/22/2023,Central,Monitor,2,413.36,Store D,Retail,0.1,Alice,744.048,Online,SAVE10,1,REG100780,Cust 9085,41.69,1/22/2023,1/24/2023,Cameron,0,2,High
3/20/2023,South,Phone,20,536.71,Store B,Retail,0.15,Carlos,9124.07,Debit Card,SAVE10,0,REG100781,Cust 4937,41.42,3/20/2023,3/25/2023,Sophie,9124.07,5,High
06-05-2024,West,Phone,5,206.42,Store D,Retail,0.05,Alice,980.495,Debit Card,WINTER15,0,REG100782,Cust 3606,35.51,06-05-2024,6/13/2024,Wendy,980.495,8,Upper Medium
03-08-2025,South,Monitor,1,247.04,Store C,Wholesale,0,Bob,247.04,Credit Card,FREESHIP,0,REG100784,Cust 7195,26.86,03-08-2025,3/13/2025,Sophie,247.04,5,Medium
6/21/2025,South,Tablet,3,583.38,Store B,Retail,0.15,Diana,1487.619,Cash,WINTER15,1,REG100785,Cust 6113,30.12,6/21/2025,6/30/2025,Sophie,0,9,Upper Medium
04-05-2025,West,Chair,19,267.03,Store D,Wholesale,0.15,Bob,4312.5345,Online,SAVE10,1,REG100787,Cust 3936,35.82,04-05-2025,4/13/2025,Wendy,0,8,Upper Medium
03-05-2024,South,Printer,7,77.69,Store D,Wholesale,0,Carlos,543.83,Credit Card,SAVE10,0,REG100788,Cust 3937,41.89,03-05-2024,03-12-2024,Sophie,543.83,7,High
03-09-2024,East,Phone,20,312.43,Store C,Retail,0,Carlos,6248.6,Credit Card,SAVE10,0,REG100789,Cust 5262,28.11,03-09-2024,03-11-2024,Eric,6248.6,2,Medium
2/25/2025,Central,Monitor,19,14.1,Store C,Wholesale,0.05,Carlos,254.505,Cash,FREESHIP,0,REG100790,Cust 3892,37.84,2/25/2025,2/28/2025,Cameron,254.505,3,Upper Medium
11/16/2024,West,Tablet,17,266.83,Store D,Retail,0.05,Frank,4309.3045,Credit Card,WINTER15,0,REG100791,Cust 8826,32.52,11/16/2024,11/23/2024,Wendy,4309.3045,7,Upper Medium
08-01-2024,South,Printer,20,248.11,Store D,Wholesale,0.05,Carlos,4714.09,Online,SAVE10,0,REG100792,Cust 1119,22.96,08-01-2024,08-06-2024,Sophie,4714.09,5,Medium
4/20/2024,West,Chair,5,316.76,Store B,Retail,0.05,Alice,1504.61,Gift Card,FREESHIP,1,REG100793,Cust 2685,12.7,4/20/2024,4/30/2024,Wendy,0,10,Lower Medium
9/22/2023,North,Laptop,19,35.38,Store A,Retail,0.15,Diana,571.387,Online,SAVE10,0,REG100795,Cust 1791,7.06,9/22/2023,9/28/2023,Ryan,571.387,6,Low
6/24/2025,East,Tablet,5,137.56,Store C,Wholesale,0.15,Diana,584.63,Debit Card,SAVE10,0,REG100797,Cust 4522,6.45,6/24/2025,07-01-2025,Eric,584.63,7,Low
11/28/2023,Central,Laptop,8,157.93,Store B,Retail,0.15,Diana,1073.924,Online,SAVE10,0,REG100798,Cust 9619,6.31,11/28/2023,12-05-2023,Cameron,1073.924,7,Low
04-08-2024,North,Desk,6,126.86,Store C,Wholesale,0.05,Eva,723.102,Debit Card,FREESHIP,0,REG100799,Cust 1637,35.49,04-08-2024,4/17/2024,Ryan,723.102,9,Upper Medium
01-07-2025,North,Chair,15,240.05,Store C,Retail,0.05,Carlos,3420.7125,Credit Card,FREESHIP,0,REG100800,Cust 6914,14.31,01-07-2025,1/14/2025,Ryan,3420.7125,7,Lower Medium
2/24/2023,South,Tablet,3,37.63,Store A,Wholesale,0.1,Carlos,101.601,Debit Card,FREESHIP,0,REG100801,Cust 5737,43.7,2/24/2023,03-03-2023,Sophie,101.601,7,High
01-03-2025,Central,Desk,10,451.14,Store A,Retail,0,Bob,4511.4,Gift Card,FREESHIP,0,REG100806,Cust 7132,29.96,01-03-2025,1/13/2025,Cameron,4511.4,10,Medium
2/23/2023,West,Printer,16,509.08,Store C,Wholesale,0,Carlos,8145.28,Online,FREESHIP,0,REG100807,Cust 4240,37.53,2/23/2023,03-02-2023,Wendy,8145.28,7,Upper Medium
4/26/2025,Central,Printer,4,582.73,Store D,Wholesale,0.05,Carlos,2214.374,Cash,WINTER15,0,REG100808,Cust 4644,44.26,4/26/2025,4/29/2025,Cameron,2214.374,3,High
06-08-2023,South,Phone,9,115.24,Store B,Wholesale,0,Alice,1037.16,Credit Card,FREESHIP,0,REG100809,Cust 5133,8.28,06-08-2023,6/14/2023,Sophie,1037.16,6,Low
3/16/2023,North,Monitor,14,565.45,Store D,Wholesale,0.1,Eva,7124.67,Online,WINTER15,0,REG100810,Cust 1731,24.4,3/16/2023,3/25/2023,Ryan,7124.67,9,Medium
10/23/2024,North,Phone,11,121.54,Store D,Wholesale,0,Carlos,1336.94,Credit Card,SAVE10,0,REG100811,Cust 3739,16.62,10/23/2024,10/28/2024,Ryan,1336.94,5,Lower Medium
05-06-2023,East,Desk,14,175.66,Store B,Wholesale,0.05,Bob,2336.278,Cash,SAVE10,0,REG100813,Cust 6830,26.12,05-06-2023,5/14/2023,Eric,2336.278,8,Medium
8/15/2024,South,Tablet,3,437.97,Store C,Wholesale,0.05,Eva,1248.2145,Cash,SAVE10,1,REG100814,Cust 5351,23.29,8/15/2024,8/22/2024,Sophie,0,7,Medium
8/23/2023,South,Printer,12,411.59,Store B,Wholesale,0.15,Diana,4198.218,Cash,FREESHIP,0,REG100815,Cust 5845,19.17,8/23/2023,8/31/2023,Sophie,4198.218,8,Lower Medium
4/13/2025,South,Laptop,1,163.29,Store B,Retail,0,Diana,163.29,Credit Card,WINTER15,0,REG100816,Cust 7004,21.15,4/13/2025,4/22/2025,Sophie,163.29,9,Medium
3/27/2023,South,Desk,7,290.22,Store A,Retail,0.1,Alice,1828.386,Cash,WINTER15,0,REG100819,Cust 5826,33.15,3/27/2023,04-04-2023,Sophie,1828.386,8,Upper Medium
6/21/2023,North,Printer,11,577.1,Store C,Retail,0.15,Frank,5395.885,Cash,SAVE10,0,REG100821,Cust 9397,13.16,6/21/2023,6/28/2023,Ryan,5395.885,7,Lower Medium
05-12-2023,Central,Printer,10,50.1,Store A,Wholesale,0.1,Bob,450.9,Cash,FREESHIP,1,REG100822,Cust 6665,23.43,05-12-2023,5/19/2023,Cameron,0,7,Medium
04-04-2024,North,Laptop,14,117.31,Store A,Wholesale,0,Diana,1642.34,Online,WINTER15,0,REG100824,Cust 4599,41.24,04-04-2024,04-07-2024,Ryan,1642.34,3,High
01-12-2025,Central,Tablet,3,193.98,Store A,Retail,0,Bob,581.94,Credit Card,WINTER15,0,REG100825,Cust 7166,27.53,01-12-2025,1/16/2025,Cameron,581.94,4,Medium
7/24/2023,South,Phone,20,386.86,Store A,Wholesale,0.05,Carlos,7350.34,Online,WINTER15,0,REG100826,Cust 6177,41.56,7/24/2023,7/29/2023,Sophie,7350.34,5,High
09-09-2023,North,Chair,12,81.33,Store D,Wholesale,0,Carlos,975.96,Cash,SAVE10,1,REG100827,Cust 6229,30.73,09-09-2023,9/13/2023,Ryan,0,4,Upper Medium
02-06-2025,West,Printer,4,473.91,Store A,Retail,0.05,Eva,1800.858,Credit Card,SAVE10,0,REG100829,Cust 5322,29.22,02-06-2025,2/14/2025,Wendy,1800.858,8,Medium
11-01-2024,North,Phone,2,437.04,Store C,Wholesale,0,Frank,874.08,Credit Card,SAVE10,1,REG100831,Cust 7487,37.37,11-01-2024,11-08-2024,Ryan,0,7,Upper Medium
08-12-2024,West,Desk,5,448.86,Store C,Wholesale,0.15,Frank,1907.655,Credit Card,SAVE10,1,REG100832,Cust 5481,21.22,08-12-2024,8/21/2024,Wendy,0,9,Medium
04-08-2025,Central,Phone,14,299.94,Store D,Retail,0,Carlos,4199.16,Gift Card,FREESHIP,0,REG100833,Cust 3150,21.04,04-08-2025,4/17/2025,Cameron,4199.16,9,Medium
07-02-2024,East,Phone,8,432.27,Store D,Retail,0.05,Eva,3285.252,Cash,FREESHIP,1,REG100836,Cust 6924,20.64,07-02-2024,07-04-2024,Eric,0,2,Medium
04-01-2025,North,Monitor,4,249.98,Store C,Retail,0.15,Eva,849.932,Debit Card,SAVE10,0,REG100837,Cust 2411,49.08,04-01-2025,04-04-2025,Ryan,849.932,3,High
06-02-2025,South,Printer,14,194.31,Store C,Wholesale,0.15,Frank,2312.289,Debit Card,FREESHIP,0,REG100838,Cust 9648,15.3,06-02-2025,06-09-2025,Sophie,2312.289,7,Lower Medium
01-10-2024,South,Printer,15,306.91,Store A,Retail,0,Carlos,4603.65,Cash,FREESHIP,1,REG100840,Cust 9452,19.38,01-10-2024,1/14/2024,Sophie,0,4,Lower Medium
1/20/2025,North,Phone,7,61.83,Store B,Retail,0,Diana,432.81,Online,WINTER15,0,REG100842,Cust 8811,25.49,1/20/2025,1/22/2025,Ryan,432.81,2,Medium
11-09-2024,West,Monitor,7,83.32,Store D,Wholesale,0.05,Carlos,554.078,Cash,FREESHIP,0,REG100843,Cust 7788,23.4,11-09-2024,11/17/2024,Wendy,554.078,8,Medium
04-03-2024,West,Monitor,4,563.06,Store D,Retail,0.05,Bob,2139.628,Cash,WINTER15,0,REG100844,Cust 2788,19.5,04-03-2024,04-07-2024,Wendy,2139.628,4,Lower Medium
01-06-2024,North,Phone,13,256.35,Store D,Wholesale,0.15,Alice,2832.6675,Cash,SAVE10,0,REG100845,Cust 6621,26.04,01-06-2024,01-08-2024,Ryan,2832.6675,2,Medium
08-02-2023,Central,Printer,9,303.26,Store A,Wholesale,0.05,Diana,2592.873,Debit Card,FREESHIP,0,REG100846,Cust 8575,17.01,08-02-2023,08-05-2023,Cameron,2592.873,3,Lower Medium
11/26/2023,North,Chair,9,440.48,Store A,Retail,0.15,Diana,3369.672,Gift Card,WINTER15,0,REG100847,Cust 8799,32.94,11/26/2023,12-01-2023,Ryan,3369.672,5,Upper Medium
12/29/2023,South,Chair,18,491.76,Store A,Wholesale,0.15,Eva,7523.928,Credit Card,SAVE10,0,REG100849,Cust 5606,37.49,12/29/2023,01-05-2024,Sophie,7523.928,7,Upper Medium
05-06-2024,East,Chair,18,343.68,Store B,Retail,0,Eva,6186.24,Gift Card,SAVE10,0,REG100851,Cust 9517,20.37,05-06-2024,5/14/2024,Eric,6186.24,8,Medium
02-07-2023,West,Laptop,20,142.52,Store A,Retail,0.1,Eva,2565.36,Cash,FREESHIP,0,REG100853,Cust 1301,30.67,02-07-2023,02-12-2023,Wendy,2565.36,5,Upper Medium
03-01-2023,East,Phone,1,31.42,Store B,Retail,0.05,Bob,29.849,Credit Card,SAVE10,0,REG100854,Cust 1736,11.35,03-01-2023,03-09-2023,Eric,29.849,8,Lower Medium
05-08-2024,North,Tablet,17,572.29,Store D,Retail,0.15,Eva,8269.5905,Online,SAVE10,1,REG100855,Cust 6864,44.99,05-08-2024,05-12-2024,Ryan,0,4,High
06-06-2024,East,Desk,18,333.6,Store A,Retail,0.1,Carlos,5404.32,Debit Card,FREESHIP,1,REG100856,Cust 5207,33.79,06-06-2024,06-08-2024,Eric,0,2,Upper Medium
4/29/2023,North,Chair,9,90.87,Store D,Retail,0.15,Carlos,695.1555,Debit Card,WINTER15,0,REG100857,Cust 6525,26.56,4/29/2023,05-08-2023,Ryan,695.1555,9,Medium
11-08-2024,South,Chair,18,153.28,Store B,Retail,0.05,Frank,2621.088,Online,WINTER15,1,REG100859,Cust 8204,33.71,11-08-2024,11/13/2024,Sophie,0,5,Upper Medium
3/22/2023,North,Printer,17,194.97,Store A,Retail,0.15,Carlos,2817.3165,Gift Card,SAVE10,1,REG100860,Cust 4035,5.59,3/22/2023,3/30/2023,Ryan,0,8,Low
09-05-2023,East,Monitor,5,367.61,Store C,Retail,0,Alice,1838.05,Credit Card,SAVE10,0,REG100861,Cust 1654,19.55,09-05-2023,9/13/2023,Eric,1838.05,8,Lower Medium
2/26/2023,East,Laptop,17,575.5,Store D,Retail,0.05,Alice,9294.325,Debit Card,FREESHIP,0,REG100862,Cust 1823,13.42,2/26/2023,03-05-2023,Eric,9294.325,7,Lower Medium
11/26/2024,West,Chair,3,229.45,Store D,Retail,0.15,Bob,585.0975,Debit Card,WINTER15,1,REG100863,Cust 1423,19.81,11/26/2024,11/29/2024,Wendy,0,3,Lower Medium
5/29/2023,Central,Laptop,15,67.35,Store D,Wholesale,0.1,Diana,909.225,Online,FREESHIP,0,REG100865,Cust 8437,24.85,5/29/2023,06-03-2023,Cameron,909.225,5,Medium
4/22/2023,South,Tablet,19,537.7,Store D,Wholesale,0,Bob,10216.3,Online,SAVE10,0,REG100867,Cust 1186,45.83,4/22/2023,05-02-2023,Sophie,10216.3,10,High
06-06-2025,North,Phone,5,32.56,Store C,Retail,0.05,Diana,154.66,Cash,FREESHIP,0,REG100868,Cust 4362,46.73,06-06-2025,06-12-2025,Ryan,154.66,6,High
1/25/2023,Central,Laptop,2,196.7,Store A,Retail,0,Frank,393.4,Online,FREESHIP,0,REG100869,Cust 9388,35.84,1/25/2023,1/29/2023,Cameron,393.4,4,Upper Medium
09-08-2023,South,Phone,12,369.45,Store D,Wholesale,0.1,Frank,3990.06,Credit Card,WINTER15,1,REG100870,Cust 4015,44.76,09-08-2023,09-10-2023,Sophie,0,2,High
10-04-2024,East,Tablet,12,181.96,Store D,Retail,0.15,Eva,1855.992,Gift Card,WINTER15,0,REG100871,Cust 6428,25.06,10-04-2024,10-11-2024,Eric,1855.992,7,Medium
04-06-2025,East,Desk,3,32.07,Store D,Retail,0.15,Alice,81.7785,Online,WINTER15,1,REG100872,Cust 2570,43.18,04-06-2025,04-08-2025,Eric,0,2,High
8/25/2024,East,Laptop,15,39.93,Store A,Retail,0.15,Diana,509.1075,Debit Card,WINTER15,0,REG100873,Cust 5132,33.44,8/25/2024,8/29/2024,Eric,509.1075,4,Upper Medium
03-06-2024,North,Phone,7,374.43,Store A,Retail,0.15,Carlos,2227.8585,Cash,SAVE10,0,REG100874,Cust 4929,28.97,03-06-2024,03-12-2024,Ryan,2227.8585,6,Medium
3/23/2023,East,Printer,2,101.87,Store C,Wholesale,0,Diana,203.74,Cash,FREESHIP,0,REG100875,Cust 4018,28.63,3/23/2023,3/26/2023,Eric,203.74,3,Medium
1/13/2024,Central,Tablet,13,343.45,Store D,Wholesale,0.05,Alice,4241.6075,Gift Card,SAVE10,0,REG100876,Cust 8069,27.26,1/13/2024,1/17/2024,Cameron,4241.6075,4,Medium
2/23/2025,West,Chair,18,403.68,Store A,Retail,0.15,Carlos,6176.304,Cash,FREESHIP,0,REG100878,Cust 8050,13.09,2/23/2025,03-04-2025,Wendy,6176.304,9,Lower Medium
2/22/2023,East,Printer,14,346.57,Store B,Retail,0.1,Carlos,4366.782,Debit Card,FREESHIP,0,REG100879,Cust 2434,36.83,2/22/2023,03-02-2023,Eric,4366.782,8,Upper Medium
10/18/2024,North,Printer,7,392.79,Store C,Wholesale,0,Eva,2749.53,Gift Card,WINTER15,0,REG100880,Cust 9089,45.85,10/18/2024,10/28/2024,Ryan,2749.53,10,High
01-10-2023,Central,Monitor,20,274.37,Store B,Retail,0.1,Eva,4938.66,Gift Card,WINTER15,0,REG100882,Cust 6138,12.28,01-10-2023,1/14/2023,Cameron,4938.66,4,Lower Medium
12/20/2023,Central,Printer,10,465.72,Store B,Wholesale,0.05,Alice,4424.34,Online,FREESHIP,0,REG100884,Cust 1327,28.14,12/20/2023,12/26/2023,Cameron,4424.34,6,Medium
12-09-2024,Central,Monitor,19,62.07,Store D,Retail,0.1,Diana,1061.397,Debit Card,FREESHIP,0,REG100885,Cust 8602,14.85,12-09-2024,12/19/2024,Cameron,1061.397,10,Lower Medium
10/18/2023,South,Monitor,7,387.31,Store A,Retail,0.1,Bob,2440.053,Cash,WINTER15,0,REG100887,Cust 6716,14.76,10/18/2023,10/21/2023,Sophie,2440.053,3,Lower Medium
12-03-2024,South,Phone,1,152.75,Store A,Wholesale,0,Bob,152.75,Credit Card,FREESHIP,1,REG100888,Cust 2071,9.61,12-03-2024,12-06-2024,Sophie,0,3,Low
06-03-2024,East,Phone,4,194.09,Store D,Wholesale,0.1,Eva,698.724,Credit Card,WINTER15,0,REG100890,Cust 3899,26.35,06-03-2024,06-07-2024,Eric,698.724,4,Medium
3/26/2025,South,Phone,3,159.3,Store B,Wholesale,0.05,Eva,454.005,Credit Card,SAVE10,1,REG100891,Cust 9467,45.34,3/26/2025,3/29/2025,Sophie,0,3,High
4/26/2024,North,Monitor,4,303.37,Store A,Retail,0.1,Carlos,1092.132,Gift Card,WINTER15,0,REG100892,Cust 3824,30.19,4/26/2024,05-01-2024,Ryan,1092.132,5,Upper Medium
05-05-2023,West,Chair,16,541.96,Store C,Retail,0.1,Eva,7804.224,Cash,SAVE10,1,REG100893,Cust 3511,9.93,05-05-2023,5/13/2023,Wendy,0,8,Low
03-08-2025,South,Monitor,16,217.74,Store A,Wholesale,0.15,Frank,2961.264,Cash,FREESHIP,1,REG100895,Cust 2840,25.11,03-08-2025,3/15/2025,Sophie,0,7,Medium
1/17/2023,North,Printer,15,19.17,Store A,Wholesale,0,Carlos,287.55,Gift Card,FREESHIP,1,REG100896,Cust 3811,48.93,1/17/2023,1/27/2023,Ryan,0,10,High
4/29/2023,Central,Monitor,15,293.34,Store D,Retail,0.1,Eva,3960.09,Credit Card,WINTER15,0,REG100897,Cust 9960,21.03,4/29/2023,05-01-2023,Cameron,3960.09,2,Medium
8/28/2023,South,Phone,11,393.61,Store D,Wholesale,0.05,Frank,4113.2245,Debit Card,WINTER15,0,REG100900,Cust 1756,32.57,8/28/2023,09-06-2023,Sophie,4113.2245,9,Upper Medium
08-01-2023,North,Printer,8,141.28,Store D,Wholesale,0.05,Frank,1073.728,Online,FREESHIP,0,REG100901,Cust 8150,28.69,08-01-2023,08-10-2023,Ryan,1073.728,9,Medium
02-12-2025,West,Phone,13,227.64,Store C,Retail,0.15,Frank,2515.422,Cash,FREESHIP,1,REG100902,Cust 8999,46.67,02-12-2025,2/20/2025,Wendy,0,8,High
07-03-2023,Central,Laptop,19,341.07,Store C,Retail,0.1,Carlos,5832.297,Cash,WINTER15,0,REG100903,Cust 4277,47.75,07-03-2023,07-06-2023,Cameron,5832.297,3,High
05-09-2025,Central,Phone,20,324.55,Store B,Wholesale,0.05,Eva,6166.45,Credit Card,WINTER15,1,REG100904,Cust 8751,21.21,05-09-2025,5/13/2025,Cameron,0,4,Medium
05-05-2024,West,Desk,16,301.07,Store B,Retail,0.1,Carlos,4335.408,Gift Card,WINTER15,0,REG100905,Cust 2482,5.58,05-05-2024,5/14/2024,Wendy,4335.408,9,Low
01-08-2024,South,Monitor,13,285.28,Store D,Retail,0,Eva,3708.64,Gift Card,SAVE10,0,REG100906,Cust 4078,31.2,01-08-2024,1/15/2024,Sophie,3708.64,7,Upper Medium
1/13/2025,South,Phone,15,18.04,Store C,Wholesale,0,Eva,270.6,Credit Card,SAVE10,1,REG100907,Cust 9091,14.35,1/13/2025,1/17/2025,Sophie,0,4,Lower Medium
06-12-2025,East,Printer,11,495.44,Store A,Wholesale,0,Bob,5449.84,Gift Card,FREESHIP,0,REG100908,Cust 8706,44.77,06-12-2025,6/18/2025,Eric,5449.84,6,High
1/26/2023,Central,Desk,7,228.32,Store C,Wholesale,0.15,Eva,1358.504,Debit Card,FREESHIP,0,REG100910,Cust 3319,22.16,1/26/2023,1/30/2023,Cameron,1358.504,4,Medium
01-07-2023,Central,Monitor,1,498.19,Store A,Wholesale,0.1,Bob,448.371,Gift Card,SAVE10,0,REG100911,Cust 4139,25.55,01-07-2023,01-11-2023,Cameron,448.371,4,Medium
11/30/2024,East,Chair,18,130.36,Store B,Wholesale,0,Diana,2346.48,Debit Card,SAVE10,0,REG100913,Cust 8397,34.6,11/30/2024,12-05-2024,Eric,2346.48,5,Upper Medium
2/26/2024,East,Monitor,13,585.88,Store B,Retail,0.15,Carlos,6473.974,Credit Card,WINTER15,0,REG100914,Cust 3082,42.18,2/26/2024,03-07-2024,Eric,6473.974,10,High
06-11-2025,North,Desk,19,278.04,Store B,Retail,0.05,Bob,5018.622,Credit Card,SAVE10,0,REG100915,Cust 1156,16.4,06-11-2025,6/15/2025,Ryan,5018.622,4,Lower Medium
6/27/2024,South,Chair,12,369.54,Store B,Retail,0.05,Diana,4212.756,Debit Card,WINTER15,1,REG100917,Cust 7034,39.16,6/27/2024,07-05-2024,Sophie,0,8,Upper Medium
5/20/2024,South,Monitor,13,284.3,Store A,Wholesale,0.05,Bob,3511.105,Online,WINTER15,0,REG100918,Cust 7218,48.73,5/20/2024,5/27/2024,Sophie,3511.105,7,High
6/17/2023,West,Chair,12,427.1,Store C,Retail,0,Carlos,5125.2,Gift Card,WINTER15,1,REG100919,Cust 2651,8.11,6/17/2023,6/22/2023,Wendy,0,5,Low
11-06-2024,East,Monitor,11,200.3,Store D,Retail,0.1,Eva,1982.97,Debit Card,WINTER15,1,REG100920,Cust 1252,48.27,11-06-2024,11/13/2024,Eric,0,7,High
02-12-2025,North,Printer,4,75.8,Store C,Retail,0.15,Carlos,257.72,Credit Card,SAVE10,0,REG100921,Cust 6679,12.22,02-12-2025,2/20/2025,Ryan,257.72,8,Lower Medium
